record_uid,dataset,source_row_index,split,priority_group,magnitude_bin,magnitude,event_id,station_network,station_code,trace_name,waveform_key,component_order,channel_type,units,sampling_rate_hz,n_samples,duration_sec,has_catalog_p,catalog_p_sample,catalog_fields_for_evaluation_only,waveform_qc_status,waveform_error,resolved_waveform_key,waveform_shape,waveform_preprocess,feature_n_samples,feature_sampling_rate_hz,feature_duration_sec,feature_finite_fraction,feature_zero_fraction,feature_max_abs,feature_rms,feature_mad_scale,feature_spike_score,feature_clip_fraction,feature_onset_sec,feature_energy_onset_sec,feature_threshold_onset_sec,feature_energy_end_sec,feature_significant_duration_sec,feature_flag_nonfinite,feature_flag_zero_heavy,feature_flag_clipped,feature_flag_spiky,feature_qc_issue_count,catalog_p_sec,catalog_s_sec,noise_rms,signal_rms,snr_db,snr_bin,selection_status,selected_duration_sec,full_record_assignment,feature_fixed_unstable,selected_3s_psa_failure,spectral_stage,final_duration_sec
PNWAccelerometers:3165,PNWAccelerometers,3165,,low_magnitude_background,<3,2.14,uw61131376,UW,ROSS,"bucket1$3283,:3,:15001","bucket1$3283,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5323,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3165,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,504.6907515344129,49.47648529101093,17.684590206600728,28.538447633694016,6.666222251849876e-05,2.62,2.62,55.89,143.18,140.56,False,False,False,False,0,53.23,55.93,37.325694538656755,88.3547051174885,7.484435683029314,3-10 dB,stable_candidate,145.56,False,True,True,arias_escalation,150.01
PNWAccelerometers:3166,PNWAccelerometers,3166,,low_magnitude_background,<3,2.72,uw61113732,UW,GMW,"bucket1$3287,:3,:15001","bucket1$3287,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5297,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3166,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,2163.07267423654,70.38582644266377,13.777743068682769,156.99760573654987,6.666222251849876e-05,7.71,7.71,53.04,58.2,50.49,False,False,False,True,1,52.97,55.53,29.40032053075168,174.90834091108536,15.489169101474673,>=10 dB,stable_candidate,55.49,False,True,True,arias_escalation,90.2
PNWAccelerometers:3167,PNWAccelerometers,3167,,low_magnitude_background,<3,2.72,uw61113732,UW,KIMR,"bucket1$3288,:3,:15001","bucket1$3288,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5315,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3167,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,8739.49601848552,267.82114224713973,15.767214920162427,554.2827990065534,6.666222251849876e-05,53.16,53.22,53.16,58.62,5.399999999999999,False,False,False,True,1,53.15,55.87,30.661128699940722,683.9027494144283,26.968124231677578,>=10 dB,stable_candidate,10.46,False,False,True,full_record_fallback,150.01
PNWAccelerometers:3168,PNWAccelerometers,3168,,low_magnitude_background,<3,2.72,uw61113732,UW,PSNS,"bucket1$3289,:3,:15001","bucket1$3289,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5392,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3168,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,275.5862233951369,18.36390818228996,2.65929178739364,103.63143476829136,6.666222251849876e-05,17.07,17.07,56.17,70.08,53.01,False,False,False,True,1,53.92,57.48,5.126374830803915,44.68910823851965,18.807826613930068,>=10 dB,stable_candidate,92.0,False,True,True,full_record_fallback,150.01
PNWAccelerometers:3169,PNWAccelerometers,3169,,low_magnitude_background,<3,2.72,uw61113732,UW,BABE,"bucket1$3290,:3,:15001","bucket1$3290,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5587,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3169,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,722.8676160992813,48.484782074077245,16.3619518171849,44.179791272827,6.666222251849876e-05,0.59,0.59,61.3,138.09,137.5,False,False,False,False,0,55.87,61.23,31.862688186239644,89.2716083086029,8.948618911048223,3-10 dB,stable_candidate,141.09,False,True,False,arias_escalation,150.01
PNWAccelerometers:317,PNWAccelerometers,317,,low_magnitude_background,<3,2.0,uw10777013,UW,LEOT,"bucket1$321,:3,:15001","bucket1$321,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5781,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:317,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,166.8175318682105,16.13673520507214,6.0418909870241135,27.610152554304054,6.666222251849876e-05,1.46,1.46,64.24,142.23,140.76999999999998,False,False,False,False,0,57.81,64.2,14.891784613432389,22.294887947441957,3.505170955230698,3-10 dB,stable_candidate,145.23,False,True,False,primary,145.23
PNWAccelerometers:3170,PNWAccelerometers,3170,,low_magnitude_background,<3,2.35,uw61112887,UW,LEOT,"bucket1$3291,:3,:15001","bucket1$3291,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5474,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3170,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,1417.801735854997,81.66625009666569,27.253398615213413,52.0229332081743,6.666222251849876e-05,0.79,0.79,58.8,132.24,131.45000000000002,False,False,False,False,0,54.74,58.73,57.79643849677959,157.9915332883107,8.734654730380406,3-10 dB,stable_candidate,135.24,False,True,False,primary,135.24
PNWAccelerometers:3171,PNWAccelerometers,3171,,low_magnitude_background,<3,2.35,uw61112887,UW,MBPA,"bucket1$3292,:3,:15001","bucket1$3292,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5489,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3171,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,329.4524993483342,27.074635391501587,7.091350575837681,46.45835737847679,6.666222251849876e-05,2.15,2.15,56.11,125.67,123.52,False,False,False,False,0,54.89,58.39,12.428745100726033,59.67110641883093,13.626736187155064,>=10 dB,stable_candidate,128.54,False,True,True,arias_escalation,150.01
PNWAccelerometers:3172,PNWAccelerometers,3172,,low_magnitude_background,<3,1.92,uw61111417,UW,KFAL,"bucket1$3293,:3,:15001","bucket1$3293,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5470,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3172,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,157.1932348029482,29.27035064997067,10.570355836943852,14.871139366335337,6.666222251849876e-05,0.46,0.46,,144.17,143.70999999999998,False,False,False,False,0,54.7,58.6,25.769331121204228,39.00478639036941,3.6002951570121624,3-10 dB,stable_candidate,147.17,False,True,True,arias_escalation,150.01
PNWAccelerometers:3173,PNWAccelerometers,3173,,low_magnitude_background,<3,2.11,uw61127696,UW,CDMR,"bucket1$3294,:3,:15001","bucket1$3294,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,6080,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3173,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,87.13780498119561,13.2167593464642,4.8474089706041354,17.97616118417497,6.666222251849876e-05,0.93,0.93,,137.02,136.09,False,False,False,False,0,60.8,69.04,10.547884975807492,22.378456968263684,6.533295054268091,3-10 dB,stable_candidate,140.03,False,True,True,arias_escalation,150.01
PNWAccelerometers:3174,PNWAccelerometers,3174,,low_magnitude_background,<3,2.8,uw61127481,UW,KIMR,"bucket1$3295,:3,:15001","bucket1$3295,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5347,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3174,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,6205.987884921141,212.970108087969,18.2360331985752,340.31457484986487,6.666222251849876e-05,46.21,46.21,53.57,61.23,15.019999999999996,False,False,False,True,1,53.47,56.43,38.48954055384824,537.1785440896865,22.895518616437734,>=10 dB,stable_candidate,20.02,False,False,True,full_record_fallback,150.01
PNWAccelerometers:3175,PNWAccelerometers,3175,,low_magnitude_background,<3,2.8,uw61127481,UW,KINR,"bucket1$3296,:3,:15001","bucket1$3296,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5574,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3175,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,2379.2628443302187,150.41257958748773,14.559434372256224,163.4172580814012,6.666222251849876e-05,55.75,55.79,55.75,73.49,17.699999999999996,False,False,False,True,1,55.74,60.88,22.33427270777253,360.54405027372337,24.159730370035145,>=10 dB,stable_candidate,22.0,False,False,True,arias_escalation,109.22
PNWAccelerometers:3176,PNWAccelerometers,3176,,low_magnitude_background,<3,2.8,uw61127481,UW,RAW,"bucket1$3297,:3,:15001","bucket1$3297,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,6139,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3176,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,66.78450374876617,6.787326805424731,1.950670237642161,34.23669591098636,6.666222251849876e-05,3.86,3.86,61.46,128.26,124.4,False,False,False,False,0,61.39,70.64,3.7692491833031174,13.09976092398714,10.820170405430359,>=10 dB,stable_candidate,129.4,False,True,True,arias_escalation,150.01
PNWAccelerometers:318,PNWAccelerometers,318,,low_magnitude_background,<3,2.0,uw10777013,UW,KIMR,"bucket1$322,:3,:15001","bucket1$322,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5501,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:318,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,591.072166087655,43.32625721938562,15.102764590575282,39.13668670016265,6.666222251849876e-05,0.47,0.47,58.99,140.03,139.56,False,False,False,False,0,55.01,58.92,31.709560541122922,74.42994443798464,7.4111494311101636,3-10 dB,stable_candidate,143.03,False,True,False,arias_escalation,150.01
PNWAccelerometers:3187,PNWAccelerometers,3187,,low_magnitude_background,<3,2.29,uw61108297,UW,PSNS,"bucket1$3308,:3,:15001","bucket1$3308,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5382,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3187,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,212.4836473555712,11.975784296000734,2.891348406958416,73.48946493068803,6.666222251849876e-05,1.7,1.7,53.89,120.88,119.18,False,False,False,False,0,53.82,57.08,6.181826471174805,26.641867005387024,12.688956921887858,>=10 dB,stable_candidate,123.88,False,True,False,primary,123.88
PNWAccelerometers:3188,PNWAccelerometers,3188,,low_magnitude_background,<3,2.29,uw61108297,UW,BABE,"bucket1$3309,:3,:15001","bucket1$3309,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5450,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3188,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,1477.5632373558246,64.46391734559226,24.6119787661236,60.03431302279405,6.666222251849876e-05,2.08,2.08,54.57,138.26,136.17999999999998,False,False,False,False,0,54.5,58.85,50.04158623460188,110.41388065910994,6.87385212843139,3-10 dB,stable_candidate,141.18,False,True,True,arias_escalation,150.01
PNWAccelerometers:3189,PNWAccelerometers,3189,,low_magnitude_background,<3,2.29,uw61108297,UW,KITP,"bucket1$3310,:3,:15001","bucket1$3310,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5472,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3189,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,1068.9445130349754,55.33728309439188,18.556378832736605,57.60523228536247,6.666222251849876e-05,1.96,1.96,59.03,137.1,135.14,False,False,False,False,0,54.72,59.02,40.022475242062626,100.15883471102863,7.967706369947896,3-10 dB,stable_candidate,140.1,False,True,True,arias_escalation,150.01
PNWAccelerometers:319,PNWAccelerometers,319,,low_magnitude_background,<3,1.81,uw10769938,UW,NEWO,"bucket1$323,:3,:15001","bucket1$323,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5484,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:319,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,219.7828657341068,26.359493987818578,10.70484465276051,20.53115882232166,6.666222251849876e-05,3.5,3.5,,149.56,146.06,False,False,False,False,0,54.84,59.5,12.774795356178451,24.442208397810642,5.6357298177220105,3-10 dB,stable_candidate,148.51,False,True,True,arias_escalation,150.01
PNWAccelerometers:3190,PNWAccelerometers,3190,,low_magnitude_background,<3,2.29,uw61108297,UW,KIMR,"bucket1$3311,:3,:15001","bucket1$3311,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5465,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3190,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,1895.0249443841212,82.21268250306532,13.499947820847328,140.3727606604319,6.666222251849876e-05,10.19,10.19,57.08,96.64,86.45,False,False,False,True,1,54.65,58.5,29.334045797383503,193.70493032618424,16.395374183420405,>=10 dB,stable_candidate,150.01,False,True,False,primary,150.01
PNWAccelerometers:3191,PNWAccelerometers,3191,,low_magnitude_background,<3,2.29,uw61108297,UW,NOWS,"bucket1$3312,:3,:15001","bucket1$3312,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5667,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3191,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,51.33637965836662,5.218587502306383,1.9173854251631215,26.774157654817454,6.666222251849876e-05,3.28,3.28,62.66,136.45,133.17,False,False,False,False,0,56.67,62.64,3.963878938912979,9.028590614692838,7.149991579260446,3-10 dB,stable_candidate,138.18,False,True,True,arias_escalation,150.01
PNWAccelerometers:3192,PNWAccelerometers,3192,,low_magnitude_background,<3,2.29,uw61108297,UW,LEOT,"bucket1$3313,:3,:15001","bucket1$3313,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5808,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3192,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,339.90927422772006,59.67407311562509,25.610961032393657,13.272023404267832,6.666222251849876e-05,1.22,1.22,,147.92,146.7,False,False,False,False,0,58.08,64.73,54.081798978106356,65.76902256643936,1.699405160746417,<3 dB,stable_candidate,150.01,False,True,False,primary,150.01
PNWAccelerometers:3193,PNWAccelerometers,3193,,low_magnitude_background,<3,2.29,uw61108297,UW,PAYL,"bucket1$3314,:3,:15001","bucket1$3314,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5859,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3193,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,574.072543874419,42.72723842734239,13.708217462420174,41.877986357320815,6.666222251849876e-05,4.44,4.44,31.86,118.7,114.26,False,False,False,False,0,58.59,66.14,30.763157172242355,58.02174556663116,5.5111977187147865,3-10 dB,stable_candidate,150.01,False,True,False,primary,150.01
PNWAccelerometers:3194,PNWAccelerometers,3194,,low_magnitude_background,<3,2.62,uw61107887,UW,TBPA,"bucket1$3315,:3,:15001","bucket1$3315,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5382,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3194,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,1024.963447784413,91.26398480808164,36.41646884026767,28.14560226254158,6.666222251849876e-05,1.58,1.58,57.72,141.16,139.57999999999998,False,False,False,False,0,53.82,57.62,91.91087804950651,145.07220085971622,3.9643456926471314,3-10 dB,stable_candidate,144.16,False,True,False,primary,144.16
PNWAccelerometers:3195,PNWAccelerometers,3195,,low_magnitude_background,<3,2.62,uw61107887,UW,PAYL,"bucket1$3317,:3,:15001","bucket1$3317,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5397,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3195,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,9097.730257994255,332.4847415163817,68.59550729713055,132.6286606291317,6.666222251849876e-05,11.03,11.03,56.39,81.02,69.99,False,False,False,True,1,53.97,57.69,115.21345939986118,794.5790966156738,16.77267837443435,>=10 dB,stable_candidate,92.01,False,True,True,arias_escalation,150.0
PNWAccelerometers:3196,PNWAccelerometers,3196,,low_magnitude_background,<3,2.62,uw61107887,UW,SMNR,"bucket1$3316,:3,:15001","bucket1$3316,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5399,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3196,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,6799.352459757071,365.9648375337524,133.42022332982444,50.96193283194093,6.666222251849876e-05,3.91,3.91,57.76,141.42,137.51,False,False,False,False,0,53.99,57.8,224.35572721062653,736.475933442348,10.324427982652606,>=10 dB,stable_candidate,142.51,False,True,True,arias_escalation,150.01
PNWAccelerometers:3197,PNWAccelerometers,3197,,low_magnitude_background,<3,2.62,uw61107887,UW,HICC,"bucket1$3318,:3,:15001","bucket1$3318,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5410,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3197,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,1994.8561529256351,120.55048370666864,33.014091780947346,60.42438381045758,6.666222251849876e-05,2.52,2.52,56.59,125.32,122.8,False,False,False,False,0,54.1,57.73,64.68760502150951,264.8596864219942,12.243895766277035,>=10 dB,stable_candidate,127.8,False,True,True,arias_escalation,150.01
PNWAccelerometers:3198,PNWAccelerometers,3198,,low_magnitude_background,<3,2.62,uw61107887,UW,RAW,"bucket1$3319,:3,:15001","bucket1$3319,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5597,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3198,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,231.91497837186952,20.60441437257326,6.256507867091581,37.06779936963113,6.666222251849876e-05,4.78,4.78,60.54,134.43,129.65,False,False,False,False,0,55.97,60.61,13.985076035772742,41.46813531525065,9.440993501575432,3-10 dB,stable_candidate,134.65,False,True,True,arias_escalation,150.01
PNWAccelerometers:3199,PNWAccelerometers,3199,,low_magnitude_background,<3,2.66,uw61107312,UW,TBPA,"bucket1$3320,:3,:15001","bucket1$3320,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5385,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3199,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,1058.608356698323,83.96706677330275,31.36209916972901,33.75438458278015,6.666222251849876e-05,0.77,0.77,,136.89,136.11999999999998,False,False,False,False,0,53.85,57.66,71.16232743275359,140.1252738368904,5.885326612989794,3-10 dB,stable_candidate,139.89,False,True,True,arias_escalation,150.01
PNWAccelerometers:32,PNWAccelerometers,32,,low_magnitude_background,<3,2.7,uw10715008,UW,PAYL,"bucket1$34,:3,:15001","bucket1$34,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5863,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:32,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,812.2410058117207,50.245940670225856,12.902091968043976,62.95420989274351,6.666222251849876e-05,7.39,7.39,66.25,114.41,107.02,False,False,False,False,0,58.63,66.25,21.473890441392065,104.95118109753443,13.781531947357312,>=10 dB,stable_candidate,150.01,False,True,False,primary,150.01
PNWAccelerometers:320,PNWAccelerometers,320,,low_magnitude_background,<3,2.34,uw10769333,UW,EYES,"bucket1$324,:3,:15001","bucket1$324,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5689,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:320,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,73.49235256061708,7.827284215418381,2.652421682324712,27.707642811984854,6.666222251849876e-05,6.93,6.93,62.67,116.12,109.19,False,False,False,False,0,56.89,62.64,3.156819596138425,13.882795215632658,12.86454307255603,>=10 dB,stable_candidate,114.19,False,True,True,arias_escalation,150.01
PNWAccelerometers:3200,PNWAccelerometers,3200,,low_magnitude_background,<3,2.66,uw61107312,UW,SMNR,"bucket1$3321,:3,:15001","bucket1$3321,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5402,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3200,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,5059.347457796478,265.1603673004538,91.97494472233193,55.00788799678448,6.666222251849876e-05,2.5,2.5,57.78,125.12,122.62,False,False,False,False,0,54.02,57.72,162.74141045173377,553.5156130864111,10.632635999136129,>=10 dB,stable_candidate,127.62,False,True,True,arias_escalation,150.01
PNWAccelerometers:3201,PNWAccelerometers,3201,,low_magnitude_background,<3,2.66,uw61107312,UW,PAYL,"bucket1$3322,:3,:15001","bucket1$3322,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5399,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3201,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,8227.779146563407,309.9007652298177,92.7001939377094,88.75687090894465,6.666222251849876e-05,5.54,5.54,57.72,117.29,111.75,False,False,False,True,1,53.99,57.71,137.5234453459763,692.0223332726107,14.034867326730565,>=10 dB,stable_candidate,150.01,False,True,False,primary,150.01
PNWAccelerometers:3202,PNWAccelerometers,3202,,low_magnitude_background,<3,2.66,uw61107312,UW,CDMR,"bucket1$3323,:3,:15001","bucket1$3323,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5784,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3202,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,342.31810045757476,43.76073120235175,5.800642438356125,59.0138254676815,6.666222251849876e-05,1.73,1.73,4.91,75.39,73.66,False,False,False,False,0,57.84,63.83,6.475962146675102,56.63992763295985,18.836367764984008,>=10 dB,stable_candidate,78.39,False,True,False,primary,78.39
PNWAccelerometers:3203,PNWAccelerometers,3203,,low_magnitude_background,<3,2.66,uw61107312,UW,KIMR,"bucket1$3324,:3,:15001","bucket1$3324,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5791,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3203,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,1127.678924296481,68.57443015923045,19.27792715022364,58.49585982502269,6.666222251849876e-05,3.59,3.59,64.26,124.59,121.0,False,False,False,False,0,57.91,64.36,32.61548182206882,136.35573473388237,12.424992183967685,>=10 dB,stable_candidate,150.01,False,True,False,primary,150.01
PNWAccelerometers:3204,PNWAccelerometers,3204,,low_magnitude_background,<3,2.66,uw61107312,UW,MPL,"bucket1$3325,:3,:15001","bucket1$3325,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5518,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3204,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,1314.5602995351103,67.59938264006969,13.33869585183796,98.55238579069744,6.666222251849876e-05,7.26,7.26,58.27,100.47,93.21,False,False,False,True,1,55.18,59.36,26.553598967807897,156.73827349278045,15.421033333524367,>=10 dB,stable_candidate,150.01,False,True,False,primary,150.01
PNWAccelerometers:3205,PNWAccelerometers,3205,,low_magnitude_background,<3,2.34,uw61106937,UW,KIMR,"bucket1$3326,:3,:15001","bucket1$3326,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5560,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3205,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,851.365470592221,46.73381754902708,14.82134216893573,57.441860587809,6.666222251849876e-05,2.87,2.87,60.21,139.65,136.78,False,False,False,False,0,55.6,60.3,31.13089159180832,86.36510491791648,8.862934916990982,3-10 dB,stable_candidate,141.78,False,True,True,arias_escalation,150.01
PNWAccelerometers:3206,PNWAccelerometers,3206,,low_magnitude_background,<3,2.34,uw61106937,UW,SVOH,"bucket1$3327,:3,:15001","bucket1$3327,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5964,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3206,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,426.9660352566309,43.557860163197866,17.022797579257702,25.082013298265935,6.666222251849876e-05,8.8,8.8,21.38,106.84,98.04,False,False,False,False,0,59.64,67.47,37.159707511454386,70.46972419670763,5.558605696299549,3-10 dB,stable_candidate,103.04,False,True,True,arias_escalation,150.01
PNWAccelerometers:3207,PNWAccelerometers,3207,,low_magnitude_background,<3,2.36,uw61172832,UW,OHC,"bucket1$3328,:3,:15001","bucket1$3328,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5702,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:3207,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,275.1189727160198,50.85076459564157,19.204660360269852,14.325635942262194,6.666222251849876e-05,2.09,2.09,,135.56,133.47,False,False,False,False,0,57.02,62.81,38.42736853978886,74.57725977392674,5.759315526463622,3-10 dB,stable_candidate,138.48,False,True,True,arias_escalation,150.01
